,Unnamed: 0,service,location,products,reviewName,text,score,date,url,client
110,110,0,0,0,OTTIMO...MA QUANTA PAZIENZA - La Sorgente,"Siamo stati a pranzo ospiti una domenica di ottobre..locale molto carino e caratteristico,purtroppo a pranzo molto affollato per cui l'attesa tra una portata e l'altra e' stata infinita,quasi 50 minuti tra i primi e i secondi e piu' di 40 minuti per avere i dolci..quando, con delicatezza l'abbiamo fatto notare alla signora in sala, quasi si e' alterata facendo notare che era sola a servire tutta quella gente e che quindi necessitava pazienza !! abbiamo provato un misto di primi piatti, ottimi, volendo rifare un'altro giro perche' effettivamente per 10 persone erano un pochino scarsi ( 2 ravioli a testa !!) siamo stati scoraggiati dalla signora visto i tempi, quindi ci siamo tenuti la voglia e abbiamo atteso le seconde portate...per concludere : consigliatissimo ma da evitare nei festivi !",4,2015-12-04,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r330709424-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
111,111,1,-1,1,Genuino - La Sorgente,"Pranzo per una compagnia di 6 persone, cibo della tradizione del luogo, veramente delizioso (soprattutto i primi, noi abbiamo assaggiato le tagliatelle ai funghi porcini e le pappardelle con ragù di cinghiale). Il servizio non è stato da meno: accoglienza, gentilezza e genuinità del personale ci hanno fatto sentire a nostro agio per tutta la durata del pranzo. I proprietari ci hanno anche dato informazioni utili per intraprendere i vari percorsi che si snodano a partire dal ristorante verso i boschi e le cime nelle vicinanze. Prezzi decisamente onesti per la qualità del cibo.",5,2015-11-01,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r323719054-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
112,112,-1,1,1,"""intimate"" - La Sorgente","un grande camino acceso accoglie l'ospite in un'atmosfera di grande intimità e calore anche nelle fresche sere d'estate. un piccolo ""resort"" arredato con raffinatezza pur conservando l'aspetto antico e rurale.",3,2015-09-08,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r308019543-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
113,113,1,1,1,Buoni sapori di montagna - La Sorgente,"In gita a Gajum, fonte dall'ottima acqua e punto di partenza di sentieri montani, abbiamo mangiato in questo ristorante. Lo stabile si presenta meglio dentro che fuori, personale attento e gentile, buona scelta tra piatti di tradizione montana. Abbiamo mangiato bene, con sapori non banali e ben abbinati. Non è molto economico, ma la qualità dei piatti è certamente superiore rispetto alla classica trattoria turistica, quindi il rapporto qualità prezzo è ok. Consiglio questo locale e quando ripasserò da Canzo ci tornerò certamente a pranzare.",4,2015-08-30,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r304900464-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
114,114,1,1,1,Molto particolare - La Sorgente,"Bel posto, ottimo rapporto qualita' prezzo, pappardelle al cinghiale, veramente ottime, dolci buoni, personale gentile",4,2015-08-25,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r303192927-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
115,115,1,1,1,Wow!! - La Sorgente,"Siamo stati in questo ristorante meraviglioso un venerdì sera. Locale bellissimo, con pareti in pietra, luci soffuse, grande camino (ora spento ovviamente, ma sempre d effetto), arredamento carinissimo. I piatti non sono tantissimi, forse una ventina in totale tra primi, secondi e dolci. Consigliatissime le pappardelle al ragù di cinghiale e le tagliatelle ai funghi. Come secondo, ottimo il piatto del contadino, composto da due salamelle, polenta con funghi e 2 varietà di formaggio. Tra i dessert, ottimi il tiramisù e lo strudel.. Squisiti!! La cameriera americana è molto simpatica e competente. Vi sono almeno tre sale, una dedicata agli ospiti dell albergo, le cui camere si trovano ai piani superiori. Davvero un'ottima atmosfera, consigliatissimo!!",4,2015-08-22,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r302005345-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
116,116,-1,-1,1,Un piacevole appuntamento - La Sorgente,"Tutti gli anni, in agosto, facciamo una gita a Canzo-Gajum e ci fermiamo a pranzo alla Sorgente. Non abbiamo mai avuto sorprese. Ottima cucina, porzioni abbondanti. Oltre ai piatti già nominati consiglio gli involtini di verza con polenta. Simpaticissima accoglienza da parte di Roberto. Quest'anno ho voluto festeggiare con tutta la famiglia i miei 70 anni. Ottima giornata.",5,2015-08-15,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r299467964-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
117,117,-1,1,1,Davvero ottimo rapporto qualità/prezzo - La Sorgente,"Siamo stati a trovare mia suocera che soggiorna nell'albergo le ultime due domeniche e abbiamo pranzato al ristorante. Davvero una piacevole sorpresa: cucina genuina, materia prima di ottima qualità. In particolare abbiamo gradito: le tagliatelle ai funghi, tagliatelle al ragù di cinghiale, gli gnocchi coi semi di papavero, il brasato ed anche l'osso buco. Il rapporto qualità/prezzo è eccezionale.",4,2015-07-19,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r290455934-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
118,118,1,1,1,una piacevole riscoperta - La Sorgente,"era una trentina d'anni che non ritornavo in questo ristorante...i ricordi di gioventu' sono stati rinforzati nel vedere il locale rinnovato,ma con gusto e con attenzione alle tradizioni e caratteristiche del luogo. un piacere vedere poi che il tutto è sempre gestito da Roberto (diciamolo..invecchiato anche lui ma soprattutto ultra dimagrito!) e da sua moglie in cucina. menu' sempre classico e nella tradizione locale (cito come esempio le tagliatelle al ragu' di cinghiale,il brasato o il cinghiale con polenta,involtini di verze ripieni ,ecc), ed ho trovato la qualita' della materia prima molto migliorata. un'ottima sosta dopo aver fatta magari una buona passeggiata nei dintorni. un bel rapporto qualita'/prezzo.",4,2015-06-29,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r283892573-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
119,119,1,1,1,Nella tranquillità ! - La Sorgente,"Posto molto tranquillo e caratteristico, personale disponibile e gentile piatti buoni e abbondanti; consigliato x gita fuori porta",4,2015-06-13,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r279855852-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
120,120,1,1,1,Trovato per caso da ritornare - La Sorgente,"Cercavo un albergo in quella zona per un matrimonio di amici, ho chiamato e mi hanno subito dato la disponibilità per una stanza matrimoniale ad un prezzo molto basso, stanza molto pulita e silenziosa. Il giorno dopo ho deciso di provare anche il loro ristorante: piatti tipici della zona serviti, con estrema gentilezza, da una ragazza con accento americano. Difficile non tornarci.",4,2015-06-12,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r279708198-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
121,121,0,0,0,Non tutte le ciambelle riescono col buco - La Sorgente,"Frequentando abitualmente la vicina foresta regionale, ci è accaduto di fermarci periodicamente a mangiare in questo ristorante, apprezzandone in particolare i piatti a base di funghi. Così questa volta, dopo ottime tagliatelle ai funghi, abbiamo chiesto due contorni di funghi. Che si sono rivelati, ahimè, diciamo... abbastanza salati! Peccato.",3,2015-05-20,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r273426209-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
122,122,1,1,1,come sempre - La Sorgente,"cisiamo stati un venerdì sera, stranamente con poca gente presente, comunque sempre ottimo, ambiente immerso nel verde cibo sempre all altezza e personale cordiale . consigliato",5,2015-05-08,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r270707907-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
123,123,1,1,1,Ottimo pranzo domenicale - La Sorgente,"Due famiglie con bambini, pranzo ottimo, ambiente tra l'elegante e il rustico, proprietari e camerieri gentili. Location molto suggestiva. Ottimo punto di partenza per passeggiate.",4,2015-04-14,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r265659736-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
124,124,-1,1,1,ottima trattoria... - La Sorgente,"Cibo genuino e piatti tipici , cucinati in maniera egregia, caratterizzano l'offerta di questo locale! L'ambientazione caratteristica ai piedi delle montagne ne fa un'ottima base per le vostre passeggiate. Il locale permette anche di soggiornarvi per la notte. Raccomandato",4,2015-01-17,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r249726528-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
125,125,-1,1,1,Un simpatico ristorante in un ambiente - La Sorgente,"Sono stata più volte in questo posto, che non delude mai. L'ambiente è familiare e accogliente ai piedi delle montagne, appena fuori Canzo; nella sala da pranzo un grande camino acceso. Pochi piatti tradizionali ma sempre di buona qualità; dolci fatti in casa. Ottimo il cinghiale e le tagliatelle coi funghi. E la spesa davvero contenuta.",4,2015-01-07,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r248002791-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
126,126,-1,-1,1,cenone di san silvestro - La Sorgente,ottimo ristorante con cibo veramente buono!! sono stato qui per la notte di san silvestro con amici e il cibo era veramente buono e di qualita'...niente da aggiungere ai gia' molti commenti positivi...tutto buono e di qualita'...da provare il rotolo di verza ripieno...,4,2015-01-01,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r246863727-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
127,127,1,1,-1,Pranzo con patrizia - La Sorgente,Ambiente molto accogliente cucina casalinga tutto ottimo e abbondante consiglio a tutti di testare cio che tutti i clienti asseriscono prezzi decisamente nella norma parola di osvaldo,5,2014-11-24,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r241310965-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
128,128,-1,1,1,tutto confermato - La Sorgente,"confermo le buone impressioni degli altri recensori. Ottime le lasagne e le pappardelle al cinghiale, si sente che sono artigianali. Condimenti saporiti senza essere unti. Come secondi abbiamo preso gli involtini di verza, veramente ottimi, con polenta, e fesa al forno con le verdure, buona anche questa. Saltato il dolce perchè eravamo pieni. Gradevole il vino sfuso. Ambiente rustico ma di charme, prezzi ragionevoli",4,2014-11-10,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r239038555-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
129,129,1,1,1,bello e buono! - La Sorgente,"da fuori sembra una casa normale, ma dentro è veramente molto carino, pulito. abbiamo mangiato e pernottato. cibo squisito. tagliatelle ai funghi, polenta, involtini di verza.. tutto ottimo!!! ambiente rustico, ma.. chic! camera ampia, pulita, bella... insomma... andateci!!!!!!",4,2014-11-13,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r239668003-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
130,130,1,1,1,Accogliente e buono - La Sorgente,"Abbiamo soggiornato 2 notti in un periodo di ""bassa stagione"". La nostra camera era semplice, ma funzionale. Un po' scomoda la doccia a causa della tenda per riparare il pavimento dall'acqua. Il letto decisamente scomodo a causa di un materasso troppo datato. Per fortuna i proprietari stanno approfittando proprio del momento di scarso afflusso di pernottamenti per rinnovare le camere. L'ambiente è rustico e accogliente. I proprietari sono molto gentili e disponibili. Il cibo davvero buono con pasta fatta in casa e la torta di mele della signora è da provare!",4,2014-10-20,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r235356250-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
131,131,1,1,1,stare in compagnia allegramente - La Sorgente,il cibo è molto buono e variato.il posto è molto bello il titolare gentile affabile.adatto anche per il periodo delle ferie.camere accoglienti,5,2014-10-07,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r233103097-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
132,132,-1,-1,1,Buona pasta fatta in casa - La Sorgente,"Antipasto non di mio gradimento (troppi sottoaceti) Primi ottimi, pasta fatta in casa, eccellenti lasagne. Secondi buoni, ottimi gli involtini di verza. Ambienta rustico, anche se a volte troppo freddo.",4,2014-09-29,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r231637620-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
133,133,1,1,1,Buon rapporto qualità-prezzo - La Sorgente,"Dopo essere stato diverse volte alla fonte Gajum a prendere l'acqua ed aver visto sempre tanta gente entrare in questo locale sono rimasto piuttosto incuriosito e dopo aver letto le recensioni su Tripadvisor ho deciso di provarlo con la mia ragazza ed il nostro cucciolone. Il locale da fuori non è nulla di particolare, ma al suo interno la situazione cambia completamente. Dopo un piccolo locale adibito a bar si accede ad una stanza completamente ristrutturata, in stile rustico ma decisamente carina e di buon gusto. Al suo fianco un'altra stanza, carina ma molto più semplice, ideale direi se volete stare un po' fuori dalla ressa, quindi perfetta per noi ed il nostro cucciolo. Il personale è molto cortese e cerca di non farvi aspettare troppo nonostante il locale sia spesso pieno, soprattutto nelle serate di punta come il venerdì ed il sabato. Il menù è improntato su pietanze tipiche, non rivisitate, ma le materie prime utilizzate sono di elevato livello ed i piatti sono molto ben eseguiti e le porzioni non sono proprio dietetiche. Noi abbiamo optato per delle buone pappardelle al cinghiale. Perfetto il cinghiale con la polenta (qui la fanno gialla e non la solita taragna). Notevole il piatto contadino, con polenta, formaggio, salamella e dei funghi incredibilmente buoni. I dolci principali sono tutti fatti in casa, come il tiramisù con gli amaretti sbriciolati, una delizia per i golosi. Acqua, vino e caffè e non si arriva a spendere €23 a testa. Direi un ottimo rapporto qualità prezzo. Da provare e tornarci.",4,2014-09-09,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r227840489-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
134,134,-1,-1,-1,polenta uncia pagata a peso d'oro - La Sorgente,"giorno 24 agosto siamo siamo venuti in questo ristorante per mangiare la polenta uncia ed altro: polenta uncia, secondo me precotta, impastata con un po' di formaggio e burro ( nessun paragone con la vera polenta uncia). La sorpresa e' stata quando ho pagato: un vassoietto di polenta piu' un piattino a parte perche' ci sembrava poca per 4 persone l'ho pagata euro 50,00 ( un furto). me ne sono accorto dopo che ho pagato, ho reclamato mi e' stato risposto che ho pagato 10,00 euro a piattino( vergogna), mi ringrazi signor. proprietario che non l'ho denunciata. Sicuramente non entrero' piu' nel suo ristorante.",1,2014-09-08,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r227732827-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
135,135,1,1,-1,Sempre un gustoso piacere - La Sorgente,"Oramai è da quando sono bambino che passo, appena posso, un po' di tempo a Canzo e fin da allora questo ristorante e' stato un punto fisso di questi miei ""passaggi"", e ogni volta mi ha fatto sentire come a casa. Una cucina casalinga, tipica e gustosa ad un ottimo prezzo. Il personale cordiale e attento, la posizione altamente suggestiva (una bella passeggiata dopo pranzo viene praticamente d'obbligo) e quel calore che si prova a casa propria. Oramai l'ho provato con amici, in famiglia, in coppia, per festeggiamenti importanti... e non ne sono mai rimasto deluso, funziona per ogni situazione.  Un Must!  Il ristorante dispone inoltre di un parcheggio riservato alla clientela che rende ancora piu' ""comodo"" il tutto.",5,2014-08-31,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r225640749-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
136,136,-1,-1,1,C'era una volta... - La Sorgente,"Da ragazzino andavo con la mia famiglia in questo ristorante tipico e devo dire che mi riporta sempre indietro nel tempo. L'atmosfera unica ti fa calare in una fiaba fatta di pace e relax dove le pietanze freschissime e locali sono solo uno degli ingredienti della magia. Decisamente uno dei posti che consiglierei a chiunque volesse concedersi una ""pausa"" dalla quotidianità.  A.R.",4,2014-08-28,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r225097674-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
137,137,1,1,1,Carino - La Sorgente,"Accogliente il locale, pulito e perfetto per fare una passeggiata per smaltire i piatti molto conditi ma buoni! Menù a voce dal nonnino superattivo. Consigliato l'ossobuco e le pappardelle al cinghiale. Torta di mele calda e buon digestivo",3,2014-08-24,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r224100740-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
138,138,-1,1,-1,Ambiente accogliente e cibo buono. Come - La Sorgente,"Ambiente rustico e accogliente. Nel complesso curato, tanti particolari d'epoca interessanti e con cucina locale con prodotti casalinghi e freschissimi. Non mancate l'insalata russa e tutto quel che è fatto in casa. La gestione familiare poi è una meraviglia! Fa sognare l'armonia degli alpini di una volta: dolci e comprensivi! Conto di tornarci presto, magari in dolce compagnia, in un soggiorno montagna-scrittura-lettura. Guia Risari",4,2014-08-03,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r219320755-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
139,139,1,1,1,Il buon mangiare - La Sorgente,"Locale molto carino con un meraviglioso camino nella prima sala pranzo.  Mangiare tipico della montagna ben preparato, fresco e molto buono.  Buono anche il vino sfuso.  Prezzo adeguato e onesto.  Titolare e staff molto cordiali, simpatici e disponibili.  Lo consiglio.  ",4,2014-08-03,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r219246572-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
140,140,1,1,1,buon cibo - La Sorgente,al ristorante la sorgente ti accoglie un ambiente in stile chalet con uno spettacolare camino nela sala pincipale ideale xrilassars e vicino a camminate e alla sorgente gaium il magiare è molto buono e le portate sono abbondanti lo consigli vivamente a tutti,4,2014-07-27,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r217722346-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
141,141,-1,1,1,cucina casalinga - La Sorgente,"Se cercate qualcosa di rustico e ""casalingo"" questo ristorante fa per voi. La gestione e' assolutamente familiare e i piatti sono quelli tipici della cucina Lombarda, dominano le pappardelle e la polenta. Consiglio il piatto del contadino (polenta, salamella, formaggio e funghi). Buon Appetito",3,2014-05-12,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r205176083-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
142,142,1,1,1,Nella media - La Sorgente,"Come titolo, nella media. Scelta tutto sommato non molto varia, prezzi abbordabili e servizio abbastanza lento.  Sono stato qui in compagnia di una decina di amici: piatti buoni ma scelta abbastanza limitata. Tempi d'attesa abbastanza lunghi, personale molto cordiale.  Non mi sento di consigliarlo, ma per palati alla buona può andare bene ",3,2014-04-21,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r202085144-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
143,143,-1,1,1,Ricordi d'infanzia - La Sorgente,"Ci andavo da ragazzino in vacanza con i miei genitori e giocavo con i 3 figli che ora sono i conduttori. Se cercate pace, serenità, il sottofondo del ruscello ( Ravella ) che vi coccola il sonno, ottima tavola e cucina famigliare da leccarsi i baffi, beh questo è il posto giusto. Ottima la posizione per passeggiate dal basso al medio-alto livello. Ampio parcheggio",5,2014-04-12,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r200803913-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
144,144,1,1,1,Come in famiglia - La Sorgente,Atmosfera d'altri tempi per le caratteristiche del locale e per i piatti proposti. Ci si sente a casa. Pochi piatti ma molto ben curati; buono il vino della casa. Da non perdere la torta di mele! Senz'altro da provare anche per il buon rapporto qualità/prezzo.,4,2014-03-14,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r197406917-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
145,145,1,-1,1,cucina tradizionale ben eseguita e - La Sorgente,"il servizio è complessivamente ben allestito ed equilibrato: la sala è impreziosita da un bel camino e le stoviglie sono semplici ma di buon gusto. porzioni degne di questo nome, esecuzioni moderne (ma non moderniste) di piatti tradizionali: lasagne e ossobuco (con verdure a prevalenza carote, lo faceva così anche mia madre) impeccabili. vino della casa apprezzabile, prezzo abbordabile - niente affatto male, bravi.",4,2014-03-10,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r196928433-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
146,146,1,1,1,Cassoeula e tiramisù cosa vuoi di più? - La Sorgente,"A Gajum, poco sopra il paese di Canzo, questo semplice albergo ristorante custodisce al suo interno una piccola sala ristorante arredata con semplice eleganza e nobilitata da un grande camino. La gradevolezza inaspettata dell'ambiente si accompagna ad una proposta gastronomica di ottima qualità. Abbiamo avuto la fortuna di imbatterci in un'occasione in cui era presente in menu la classica cassoeula di cui siamo particolarmente ghiotti e che ci ha pienamente soddisfatto. Eccellente la qualità della carne cucinata da mano sicuramente esperta nel preparare questo non semplice piatto. Abbiamo concluso con un tiramisù casalingo all'amaretto da applausi. Il semplice vino sfuso della casa ha accompagnato degnamente il nostro pranzo. Pagando 40 Euro in due siamo usciti pienamente soddisfatti e con il fermo proposito di tornarci presto.",5,2014-01-12,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r190614200-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
147,147,1,1,-1,lo conosco da tempo e non si smentisce - La Sorgente,"non avevo dubbi ma non avevo bisogno di conferme, ambiente caldo ed accogliente, cucina semplice e curata, cortesia e simpatia di Cristiano,.... il camino completa l'opera!!!",4,2014-01-04,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r189595230-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
148,148,1,1,1,Locanda prealpina - La Sorgente,"Il ristorante e' situato in una zona molto bella punto di partenza di escursioni lungo i sentieri che portano ai Corni di Canzo. Il locale non e' grandissimo, tuttavia e' accogliente e caldo. Il personale e' gentile e disponibile, i prezzi sono contenuti. Piatti tipici della cultura prealpina, preparati con cura. Possibilità di parcheggio in zona. ",3,2013-11-14,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r184714531-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
149,149,1,1,1,Buone cose in un contesto romantico - La Sorgente,"Avevo già avuto modo di dare un'occhiata all'interno di questo locale e ne avevo scoperto l'atmosfera particolare e l'originalità dei dettagli. Ieri sera ho potuto, con amici, apprezzarne anche la cucina a base di piatti tipici, ma anch'essi curatissimi e leggeri. Decisamente da consigliare!",5,2013-11-10,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r184206818-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
150,150,1,1,-1,Accogliente e cucina ottima - La Sorgente,"Sono già stata tante volte in questo ristorante/albergo e mi sono sempre trovata benissimo; gestione familiare, cucina tipica montanara, prezzi modici, atmosfera accogliente. Consigliatissimo per una serata tra amici o anche per una cenetta romantica al caldo di un bellissimo caminone antico...",5,2013-11-01,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r183205618-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
151,151,1,1,1,Ristorante gradevole in un bel contesto - La Sorgente,"Ci sono stata con amici al ritorno da una passeggiata. Il locale e'accogliente in stile montano,il personale e'gentile ed il servizio e' veloce. La cucina e'basata su piatti tipici e su materie prime locali(funghi,cinghiale,formagi locali). Buono ed abbondante il piatto misto di salamella alla brace,funghi,polenta e formaggi .",3,2013-09-16,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r177432549-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
152,152,1,-1,1,Delizioso - La Sorgente,"Ci sono tornato dopo tanto tempo e ne ho nuovamente apprezzato l'atmosfera, il servizio, la qualità del cibo e il prezzo, insomma tutto. Se siete in zona non perdetevi questa deliziosa trattoria, sempre gli stessi piatti estate e inverno, ma sempre ottimi, in particolare le tagliatelle ai funghi: sublimi.",5,2013-08-04,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r170760197-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
153,153,1,1,1,Delizioso - La Sorgente,"Una vera trattoria: pochi piatti ma ben fatti, cucina casareccia, porzioni abbondanti e ambiente degno della collocazione, ai piedi dei sentieri che conducono ai corni di Canzo.",5,2013-07-31,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r170087887-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
154,154,1,1,-1,Trovato x caso - La Sorgente,Oggi sono stato a mangiare li devo dire che ho mangiato veramente bene ed è un posto molto tipico e incantenvole......sicuramente ci tornerò molto volentieri.. Il posto dove si trova il ristorante è molto bello e si può fare lunghe passeggiate....,4,2013-04-23,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r158583907-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
155,155,1,1,1,Un piacevolissimo tuffo nel passato - La Sorgente,"Dopo molti anni ci sono tornata per festeggiare 81 anni della mia mamma visto che a suo tempo era il ristorante che piaceva tanto a mio padre. Devo dire che è stato un pò come tornare a casa. La cucina è tradizionale e ben curata. L'atmosfera è molto carina anche grazie al grande camino sempre acceso. Abbiamo ordinato come prima portata tagliatelle ai funghi (pasta fatta in casa) gnocchetti con semi di papavero e pizzoccheri. Come seconda portata ossobuco con polenta e spezzatino di cinghiale con polenta il tutto annaffiato con vino rosso della casa e acqua. Due dolci e tre caffe abbiamo speso € 66,00. Ci tornerò al più presto con amici per una passeggiata pomeridiana e una bella cenetta.",5,2013-03-13,https://www.tripadvisor.it/ShowUserReviews-g2359944-d3802526-r154406486-La_Sorgente-Canzo_Province_of_Como_Lombardy.html,La Sorgente-Canzo Province of Como Lombardy
