,Unnamed: 0,location,method,methodValue,month,city,province,zipCode,provinceName,macroRegion,region
621,621,lct_xyzw,ticket,817139,2,Milano,MI,20144,Milano,Nord-ovest,Lombardia
622,622,lct_xyzw,bancomat,265776,2,Milano,MI,20144,Milano,Nord-ovest,Lombardia
623,623,lct_xyzw,voucher,663542,2,Milano,MI,20144,Milano,Nord-ovest,Lombardia
624,624,lct_xyzw,ticket,1325084,3,Milano,MI,20144,Milano,Nord-ovest,Lombardia
625,625,lct_xyzw,voucher,936723,3,Milano,MI,20144,Milano,Nord-ovest,Lombardia
626,626,lct_xyzw,bancomat,1343193,1,Milano,MI,20144,Milano,Nord-ovest,Lombardia
627,627,lct_xyzw,bank-transfer,329860,3,Milano,MI,20144,Milano,Nord-ovest,Lombardia
628,628,lct_xyzw,satispay,1006054,2,Milano,MI,20144,Milano,Nord-ovest,Lombardia
629,629,lct_xyzw,bank-transfer,1185048,2,Milano,MI,20144,Milano,Nord-ovest,Lombardia
630,630,lct_xyzw,outstanding,1084586,1,Pavia,PV,27100,Pavia,Nord-ovest,Lombardia
631,631,lct_xyzw,cash,1005575,1,Pavia,PV,27100,Pavia,Nord-ovest,Lombardia
632,632,lct_xyzw,ticket,1146695,1,Pavia,PV,27100,Pavia,Nord-ovest,Lombardia
633,633,lct_xyzw,bancomat,183939,1,Pavia,PV,27100,Pavia,Nord-ovest,Lombardia
634,634,lct_xyzw,cash,1307503,1,Ispica,RG,97014,Ragusa,Isole,Sicilia
635,635,lct_xyzw,credit-card,1392244,1,Ispica,RG,97014,Ragusa,Isole,Sicilia
636,636,lct_xyzw,satispay,122406,3,Ispica,RG,97014,Ragusa,Isole,Sicilia
637,637,lct_xyzw,bank-check,880523,2,Ispica,RG,97014,Ragusa,Isole,Sicilia
638,638,lct_xyzw,outstanding,996971,2,Ispica,RG,97014,Ragusa,Isole,Sicilia
639,639,lct_xyzw,bank-check,1581029,3,Ispica,RG,97014,Ragusa,Isole,Sicilia
640,640,lct_xyzw,satispay,1672321,2,Ispica,RG,97014,Ragusa,Isole,Sicilia
641,641,lct_xyzw,cash,242107,3,Ispica,RG,97014,Ragusa,Isole,Sicilia
642,642,lct_xyzw,american-express,1541461,1,Ispica,RG,97014,Ragusa,Isole,Sicilia
643,643,lct_xyzw,bank-check,406488,1,Ispica,RG,97014,Ragusa,Isole,Sicilia
644,644,lct_xyzw,satispay,1970388,1,Ispica,RG,97014,Ragusa,Isole,Sicilia
645,645,lct_xyzw,credit-card,420392,3,Ispica,RG,97014,Ragusa,Isole,Sicilia
646,646,lct_xyzw,credit-card,1034675,2,Ispica,RG,97014,Ragusa,Isole,Sicilia
647,647,lct_xyzw,cash,447119,2,Ispica,RG,97014,Ragusa,Isole,Sicilia
648,648,lct_xyzw,satispay,1642939,2,Milano,MI,20127,Milano,Nord-ovest,Lombardia
649,649,lct_xyzw,credit-card,852612,1,Milano,MI,20127,Milano,Nord-ovest,Lombardia
650,650,lct_xyzw,bancomat,858570,3,Milano,MI,20127,Milano,Nord-ovest,Lombardia
651,651,lct_xyzw,cash,1186978,2,Milano,MI,20127,Milano,Nord-ovest,Lombardia
652,652,lct_xyzw,cash,1480538,1,Milano,MI,20127,Milano,Nord-ovest,Lombardia
653,653,lct_xyzw,satispay,321463,1,Milano,MI,20127,Milano,Nord-ovest,Lombardia
654,654,lct_xyzw,bancomat,1358443,2,Milano,MI,20127,Milano,Nord-ovest,Lombardia
655,655,lct_xyzw,ticket,1234228,1,Milano,MI,20127,Milano,Nord-ovest,Lombardia
656,656,lct_xyzw,bancomat,1460733,1,Milano,MI,20127,Milano,Nord-ovest,Lombardia
657,657,lct_xyzw,cash,1561493,3,Milano,MI,20127,Milano,Nord-ovest,Lombardia
658,658,lct_xyzw,credit-card,1526763,2,Milano,MI,20127,Milano,Nord-ovest,Lombardia
659,659,lct_xyzw,credit-card,1859566,3,Milano,MI,20127,Milano,Nord-ovest,Lombardia
660,660,lct_xyzw,outstanding,605138,2,Capoterra,CA,9012,Cagliari,Isole,Sardegna
661,661,lct_xyzw,bancomat,1898267,2,Capoterra,CA,9012,Cagliari,Isole,Sardegna
662,662,lct_xyzw,cash,750864,2,Capoterra,CA,9012,Cagliari,Isole,Sardegna
663,663,lct_xyzw,outstanding,1206298,2,Torino,TO,10122,Torino,Nord-ovest,Piemonte
664,664,lct_xyzw,bancomat,1556222,2,Torino,TO,10122,Torino,Nord-ovest,Piemonte
665,665,lct_xyzw,voucher,938237,2,Torino,TO,10122,Torino,Nord-ovest,Piemonte
666,666,lct_xyzw,cash,961838,1,Torino,TO,10122,Torino,Nord-ovest,Piemonte
667,667,lct_xyzw,cash,1289773,2,Torino,TO,10122,Torino,Nord-ovest,Piemonte
668,668,lct_xyzw,credit-card,217621,3,Torino,TO,10122,Torino,Nord-ovest,Piemonte
669,669,lct_xyzw,satispay,1546442,1,Torino,TO,10122,Torino,Nord-ovest,Piemonte
670,670,lct_xyzw,ticket,1539785,3,Torino,TO,10122,Torino,Nord-ovest,Piemonte
671,671,lct_xyzw,bancomat,30900,3,Torino,TO,10122,Torino,Nord-ovest,Piemonte
672,672,lct_xyzw,outstanding,1059981,1,Torino,TO,10122,Torino,Nord-ovest,Piemonte
673,673,lct_xyzw,satispay,1826119,2,Torino,TO,10122,Torino,Nord-ovest,Piemonte
674,674,lct_xyzw,outstanding,1409842,3,Torino,TO,10122,Torino,Nord-ovest,Piemonte
675,675,lct_xyzw,bancomat,66282,1,Torino,TO,10122,Torino,Nord-ovest,Piemonte
676,676,lct_xyzw,ticket,1978368,2,Torino,TO,10122,Torino,Nord-ovest,Piemonte
677,677,lct_xyzw,cash,967274,3,Torino,TO,10122,Torino,Nord-ovest,Piemonte
678,678,lct_xyzw,voucher,1361296,3,Torino,TO,10122,Torino,Nord-ovest,Piemonte
679,679,lct_xyzw,mastercard,1902574,2,Roma,RM,186,Roma,Centro,Lazio
680,680,lct_xyzw,bancomat,214991,2,Roma,RM,186,Roma,Centro,Lazio
681,681,lct_xyzw,credit-card,1659124,3,Roma,RM,186,Roma,Centro,Lazio
682,682,lct_xyzw,credit-card,1475258,2,Roma,RM,186,Roma,Centro,Lazio
683,683,lct_xyzw,cash,730519,3,Roma,RM,186,Roma,Centro,Lazio
684,684,lct_xyzw,credit-card,1016250,1,Roma,RM,186,Roma,Centro,Lazio
685,685,lct_xyzw,cash,1233141,1,Roma,RM,186,Roma,Centro,Lazio
686,686,lct_xyzw,cash,206615,2,Roma,RM,186,Roma,Centro,Lazio
687,687,lct_xyzw,bank-transfer,587148,2,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
688,688,lct_xyzw,ticket,104225,1,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
689,689,lct_xyzw,ticket,892568,3,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
690,690,lct_xyzw,bancomat,1302782,1,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
691,691,lct_xyzw,ticket,1197994,2,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
692,692,lct_xyzw,cash,735489,1,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
693,693,lct_xyzw,cash,300957,2,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
694,694,lct_xyzw,credit-card,1333304,3,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
695,695,lct_xyzw,bancomat,67465,2,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
696,696,lct_xyzw,credit-card,861191,1,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
697,697,lct_xyzw,outstanding,1786832,1,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
698,698,lct_xyzw,outstanding,1378568,3,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
699,699,lct_xyzw,bancomat,668827,3,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
700,700,lct_xyzw,outstanding,276408,2,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
701,701,lct_xyzw,cash,1540595,3,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
702,702,lct_xyzw,bank-transfer,1285752,1,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
703,703,lct_xyzw,credit-card,980996,2,Primiero San Martino di Castro,TN,38054,Trento,Nord-est,Trentino-Alto Adige
704,704,lct_xyzw,credit-card,411913,2,Firenze,FI,50129,Firenze,Centro,Toscana
705,705,lct_xyzw,online,745179,3,Firenze,FI,50129,Firenze,Centro,Toscana
706,706,lct_xyzw,credit-card,1879252,3,Firenze,FI,50129,Firenze,Centro,Toscana
707,707,lct_xyzw,cash,1627741,3,Firenze,FI,50129,Firenze,Centro,Toscana
708,708,lct_xyzw,bancomat,20968,1,Firenze,FI,50129,Firenze,Centro,Toscana
709,709,lct_xyzw,online,1748318,1,Firenze,FI,50129,Firenze,Centro,Toscana
710,710,lct_xyzw,bancomat,823537,3,Firenze,FI,50129,Firenze,Centro,Toscana
711,711,lct_xyzw,cash,1674607,2,Firenze,FI,50129,Firenze,Centro,Toscana
712,712,lct_xyzw,bancomat,879024,2,Firenze,FI,50129,Firenze,Centro,Toscana
713,713,lct_xyzw,cash,874413,1,Firenze,FI,50129,Firenze,Centro,Toscana
714,714,lct_xyzw,credit-card,1154415,1,Firenze,FI,50129,Firenze,Centro,Toscana
715,715,lct_xyzw,online,1291119,2,Firenze,FI,50129,Firenze,Centro,Toscana
716,716,lct_xyzw,bancomat,21839,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
717,717,lct_xyzw,voucher,461639,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
718,718,lct_xyzw,online,245130,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
719,719,lct_xyzw,credit-card,452389,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
720,720,lct_xyzw,credit-card,727101,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
721,721,lct_xyzw,ticket,510654,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
722,722,lct_xyzw,online,205519,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
723,723,lct_xyzw,outstanding,982537,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
724,724,lct_xyzw,cash,1432310,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
725,725,lct_xyzw,outstanding,1912539,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
726,726,lct_xyzw,ticket,849182,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
727,727,lct_xyzw,online,157874,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
728,728,lct_xyzw,bancomat,1652929,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
729,729,lct_xyzw,voucher,900664,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
730,730,lct_xyzw,cash,1900642,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
731,731,lct_xyzw,ticket,331189,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
732,732,lct_xyzw,cash,1102268,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
733,733,lct_xyzw,credit-card,822271,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
734,734,lct_xyzw,outstanding,368294,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
735,735,lct_xyzw,voucher,407514,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
736,736,lct_xyzw,bancomat,217048,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
737,737,lct_xyzw,credit-card,1701040,2,Milano,MI,20121,Milano,Nord-ovest,Lombardia
738,738,lct_xyzw,cash,1141060,2,Milano,MI,20121,Milano,Nord-ovest,Lombardia
739,739,lct_xyzw,voucher,861707,1,Milano,MI,20121,Milano,Nord-ovest,Lombardia
740,740,lct_xyzw,credit-card,81606,3,Milano,MI,20121,Milano,Nord-ovest,Lombardia
741,741,lct_xyzw,cash,888927,1,Milano,MI,20121,Milano,Nord-ovest,Lombardia
742,742,lct_xyzw,ticket,1838850,1,Milano,MI,20121,Milano,Nord-ovest,Lombardia
743,743,lct_xyzw,voucher,287857,2,Milano,MI,20121,Milano,Nord-ovest,Lombardia
744,744,lct_xyzw,bancomat,1235534,3,Milano,MI,20121,Milano,Nord-ovest,Lombardia
745,745,lct_xyzw,satispay,118124,1,Milano,MI,20121,Milano,Nord-ovest,Lombardia
746,746,lct_xyzw,bancomat,521455,2,Milano,MI,20121,Milano,Nord-ovest,Lombardia
747,747,lct_xyzw,ticket,1618384,2,Milano,MI,20121,Milano,Nord-ovest,Lombardia
748,748,lct_xyzw,ticket,746785,3,Milano,MI,20121,Milano,Nord-ovest,Lombardia
749,749,lct_xyzw,cash,36157,3,Milano,MI,20121,Milano,Nord-ovest,Lombardia
750,750,lct_xyzw,bank-transfer,1820770,1,Milano,MI,20121,Milano,Nord-ovest,Lombardia
751,751,lct_xyzw,bancomat,523793,1,Milano,MI,20121,Milano,Nord-ovest,Lombardia
752,752,lct_xyzw,voucher,647668,3,Milano,MI,20121,Milano,Nord-ovest,Lombardia
753,753,lct_xyzw,credit-card,1524580,1,Milano,MI,20121,Milano,Nord-ovest,Lombardia
754,754,lct_xyzw,satispay,1386772,2,Milano,MI,20121,Milano,Nord-ovest,Lombardia
755,755,lct_xyzw,bancomat,1567002,1,Milano,MI,20137,Milano,Nord-ovest,Lombardia
756,756,lct_xyzw,cash,559428,2,Milano,MI,20137,Milano,Nord-ovest,Lombardia
757,757,lct_xyzw,cash,405901,1,Milano,MI,20137,Milano,Nord-ovest,Lombardia
758,758,lct_xyzw,cash,1331213,3,Milano,MI,20137,Milano,Nord-ovest,Lombardia
759,759,lct_xyzw,bancomat,406323,2,Milano,MI,20137,Milano,Nord-ovest,Lombardia
760,760,lct_xyzw,bancomat,1996103,3,Milano,MI,20137,Milano,Nord-ovest,Lombardia
761,761,lct_xyzw,visa,472830,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
762,762,lct_xyzw,cash,1964280,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
763,763,lct_xyzw,bancomat,1359693,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
764,764,lct_xyzw,cash,728676,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
765,765,lct_xyzw,online,1137505,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
766,766,lct_xyzw,voucher,82960,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
767,767,lct_xyzw,satispay,1746709,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
768,768,lct_xyzw,bancomat,1093508,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
769,769,lct_xyzw,ticket,1744240,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
770,770,lct_xyzw,bank-transfer,1211651,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
771,771,lct_xyzw,bank-transfer,1849365,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
772,772,lct_xyzw,online,441493,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
773,773,lct_xyzw,bank-transfer,166856,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
774,774,lct_xyzw,credit-card,1102559,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
775,775,lct_xyzw,credit-card,1730062,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
776,776,lct_xyzw,credit-card,300884,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
777,777,lct_xyzw,satispay,482590,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
778,778,lct_xyzw,american-express,266608,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
779,779,lct_xyzw,visa,312768,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
780,780,lct_xyzw,visa,1969216,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
781,781,lct_xyzw,ticket,225581,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
782,782,lct_xyzw,bancomat,197990,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
783,783,lct_xyzw,cash,367365,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
784,784,lct_xyzw,american-express,1691720,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
785,785,lct_xyzw,voucher,1578352,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
786,786,lct_xyzw,ticket,980814,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
787,787,lct_xyzw,outstanding,792606,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
788,788,lct_xyzw,debit-card,1633942,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
789,789,lct_xyzw,voucher,467188,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
790,790,lct_xyzw,outstanding,51991,2,Como,CO,22100,Como,Nord-ovest,Lombardia
791,791,lct_xyzw,bancomat,1060396,2,Como,CO,22100,Como,Nord-ovest,Lombardia
792,792,lct_xyzw,mastercard,435450,2,Como,CO,22100,Como,Nord-ovest,Lombardia
793,793,lct_xyzw,mastercard,1751971,1,Como,CO,22100,Como,Nord-ovest,Lombardia
794,794,lct_xyzw,visa,958022,1,Como,CO,22100,Como,Nord-ovest,Lombardia
795,795,lct_xyzw,visa,1591674,2,Como,CO,22100,Como,Nord-ovest,Lombardia
796,796,lct_xyzw,bank-transfer,1322959,1,Como,CO,22100,Como,Nord-ovest,Lombardia
797,797,lct_xyzw,bancomat,1509489,1,Como,CO,22100,Como,Nord-ovest,Lombardia
798,798,lct_xyzw,bank-transfer,142941,2,Como,CO,22100,Como,Nord-ovest,Lombardia
799,799,lct_xyzw,cash,1689445,2,Como,CO,22100,Como,Nord-ovest,Lombardia
800,800,lct_xyzw,cash,21999,1,Como,CO,22100,Como,Nord-ovest,Lombardia
801,801,lct_xyzw,credit-card,433039,3,Roma,RM,195,Roma,Centro,Lazio
802,802,lct_xyzw,bancomat,355577,1,Roma,RM,195,Roma,Centro,Lazio
803,803,lct_xyzw,credit-card,1767856,2,Roma,RM,195,Roma,Centro,Lazio
804,804,lct_xyzw,cash,1349633,1,Roma,RM,195,Roma,Centro,Lazio
805,805,lct_xyzw,cash,1870912,2,Roma,RM,195,Roma,Centro,Lazio
806,806,lct_xyzw,bancomat,1359155,2,Roma,RM,195,Roma,Centro,Lazio
807,807,lct_xyzw,cash,1540117,3,Roma,RM,195,Roma,Centro,Lazio
808,808,lct_xyzw,credit-card,472484,1,Roma,RM,195,Roma,Centro,Lazio
809,809,lct_xyzw,bancomat,1385333,3,Roma,RM,195,Roma,Centro,Lazio
810,810,lct_xyzw,ticket,1331125,3,Roma,RM,154,Roma,Centro,Lazio
811,811,lct_xyzw,cash,77276,3,Roma,RM,154,Roma,Centro,Lazio
812,812,lct_xyzw,credit-card,1826432,1,Roma,RM,154,Roma,Centro,Lazio
813,813,lct_xyzw,voucher,1421420,2,Roma,RM,154,Roma,Centro,Lazio
814,814,lct_xyzw,credit-card,1469442,2,Roma,RM,154,Roma,Centro,Lazio
815,815,lct_xyzw,cash,455503,2,Roma,RM,154,Roma,Centro,Lazio
816,816,lct_xyzw,cash,1129866,1,Roma,RM,154,Roma,Centro,Lazio
817,817,lct_xyzw,credit-card,886914,3,Roma,RM,154,Roma,Centro,Lazio
818,818,lct_xyzw,ticket,69574,1,Roma,RM,154,Roma,Centro,Lazio
819,819,lct_xyzw,ticket,1150802,2,Roma,RM,154,Roma,Centro,Lazio
820,820,lct_xyzw,cash,878906,3,Sorga',VR,37060,Verona,Nord-est,Veneto
821,821,lct_xyzw,bank-transfer,463957,2,Sorga',VR,37060,Verona,Nord-est,Veneto
822,822,lct_xyzw,bancomat,1733498,1,Sorga',VR,37060,Verona,Nord-est,Veneto
823,823,lct_xyzw,bank-transfer,15531,1,Sorga',VR,37060,Verona,Nord-est,Veneto
824,824,lct_xyzw,credit-card,762181,2,Sorga',VR,37060,Verona,Nord-est,Veneto
825,825,lct_xyzw,credit-card,876243,3,Sorga',VR,37060,Verona,Nord-est,Veneto
826,826,lct_xyzw,cash,1851219,2,Sorga',VR,37060,Verona,Nord-est,Veneto
827,827,lct_xyzw,cash,1520606,1,Sorga',VR,37060,Verona,Nord-est,Veneto
828,828,lct_xyzw,bancomat,838573,2,Sorga',VR,37060,Verona,Nord-est,Veneto
829,829,lct_xyzw,credit-card,1825464,1,Sorga',VR,37060,Verona,Nord-est,Veneto
830,830,lct_xyzw,bancomat,657521,3,Sorga',VR,37060,Verona,Nord-est,Veneto
831,831,lct_xyzw,american-express,297470,2,Sorga',VR,37060,Verona,Nord-est,Veneto
832,832,lct_xyzw,cash,84646,2,Roma,RM,192,Roma,Centro,Lazio
833,833,lct_xyzw,bancomat,1764392,3,Milano Marittima,RA,48016,Ravenna,Nord-est,Emilia-Romagna
834,834,lct_xyzw,bancomat,1855895,2,Milano Marittima,RA,48016,Ravenna,Nord-est,Emilia-Romagna
835,835,lct_xyzw,cash,825400,3,Milano Marittima,RA,48016,Ravenna,Nord-est,Emilia-Romagna
836,836,lct_xyzw,credit-card,658811,3,Milano Marittima,RA,48016,Ravenna,Nord-est,Emilia-Romagna
837,837,lct_xyzw,credit-card,1294639,2,Milano Marittima,RA,48016,Ravenna,Nord-est,Emilia-Romagna
838,838,lct_xyzw,cash,185435,1,Milano Marittima,RA,48016,Ravenna,Nord-est,Emilia-Romagna
839,839,lct_xyzw,cash,449101,2,Milano Marittima,RA,48016,Ravenna,Nord-est,Emilia-Romagna
840,840,lct_xyzw,credit-card,1636986,2,Roma,RM,177,Roma,Centro,Lazio
841,841,lct_xyzw,credit-card,1406829,3,Roma,RM,177,Roma,Centro,Lazio
842,842,lct_xyzw,cash,945673,3,Roma,RM,177,Roma,Centro,Lazio
843,843,lct_xyzw,bancomat,978395,1,Roma,RM,177,Roma,Centro,Lazio
844,844,lct_xyzw,bank-transfer,1251213,3,Roma,RM,177,Roma,Centro,Lazio
845,845,lct_xyzw,charge,1963247,1,Roma,RM,177,Roma,Centro,Lazio
846,846,lct_xyzw,bank-transfer,401371,2,Roma,RM,177,Roma,Centro,Lazio
847,847,lct_xyzw,bank-transfer,1454681,1,Roma,RM,177,Roma,Centro,Lazio
848,848,lct_xyzw,cash,1907342,2,Roma,RM,177,Roma,Centro,Lazio
849,849,lct_xyzw,bancomat,759067,3,Roma,RM,177,Roma,Centro,Lazio
850,850,lct_xyzw,cash,661081,1,Roma,RM,177,Roma,Centro,Lazio
851,851,lct_xyzw,bancomat,293299,2,Roma,RM,177,Roma,Centro,Lazio
852,852,lct_xyzw,credit-card,1518613,1,Roma,RM,177,Roma,Centro,Lazio
853,853,lct_xyzw,outstanding,146787,1,Roma,RM,197,Roma,Centro,Lazio
854,854,lct_xyzw,cash,54433,2,Roma,RM,197,Roma,Centro,Lazio
855,855,lct_xyzw,cash,1761316,1,Roma,RM,197,Roma,Centro,Lazio
856,856,lct_xyzw,credit-card,433896,3,Roma,RM,197,Roma,Centro,Lazio
857,857,lct_xyzw,credit-card,959617,2,Roma,RM,197,Roma,Centro,Lazio
858,858,lct_xyzw,credit-card,1094933,1,Roma,RM,197,Roma,Centro,Lazio
859,859,lct_xyzw,outstanding,532753,2,Roma,RM,197,Roma,Centro,Lazio
860,860,lct_xyzw,cash,1482790,3,Roma,RM,197,Roma,Centro,Lazio
861,861,lct_xyzw,outstanding,568273,3,Roma,RM,197,Roma,Centro,Lazio
862,862,lct_xyzw,outstanding,1020402,2,Verona,VR,37126,Verona,Nord-est,Veneto
863,863,lct_xyzw,bancomat,1446675,3,Verona,VR,37126,Verona,Nord-est,Veneto
864,864,lct_xyzw,fidelity-card-points,1220242,1,Verona,VR,37126,Verona,Nord-est,Veneto
865,865,lct_xyzw,outstanding,1144542,3,Verona,VR,37126,Verona,Nord-est,Veneto
866,866,lct_xyzw,bancomat,1670955,2,Verona,VR,37126,Verona,Nord-est,Veneto
867,867,lct_xyzw,cash,515539,3,Verona,VR,37126,Verona,Nord-est,Veneto
868,868,lct_xyzw,bank-transfer,1412272,1,Verona,VR,37126,Verona,Nord-est,Veneto
869,869,lct_xyzw,bank-transfer,134081,2,Verona,VR,37126,Verona,Nord-est,Veneto
870,870,lct_xyzw,outstanding,1274065,1,Verona,VR,37126,Verona,Nord-est,Veneto
871,871,lct_xyzw,bank-transfer,101409,3,Verona,VR,37126,Verona,Nord-est,Veneto
872,872,lct_xyzw,bancomat,1733300,1,Verona,VR,37126,Verona,Nord-est,Veneto
873,873,lct_xyzw,cash,1270967,1,Verona,VR,37126,Verona,Nord-est,Veneto
874,874,lct_xyzw,cash,1841155,2,Verona,VR,37126,Verona,Nord-est,Veneto
875,875,lct_xyzw,cash,182537,2,Varese,VA,21100,Varese,Nord-ovest,Lombardia
876,876,lct_xyzw,cash,1952236,3,Varese,VA,21100,Varese,Nord-ovest,Lombardia
877,877,lct_xyzw,cash,1974183,2,Livorno,LI,57128,Livorno,Centro,Toscana
878,878,lct_xyzw,cash,429752,1,Livorno,LI,57128,Livorno,Centro,Toscana
879,879,lct_xyzw,bancomat,861200,1,Livorno,LI,57128,Livorno,Centro,Toscana
880,880,lct_xyzw,bancomat,1618039,2,Livorno,LI,57128,Livorno,Centro,Toscana
881,881,lct_xyzw,cash,17809,3,Livorno,LI,57128,Livorno,Centro,Toscana
882,882,lct_xyzw,bancomat,1054773,3,Livorno,LI,57128,Livorno,Centro,Toscana
883,883,lct_xyzw,credit-card,1757068,3,Chiarano,TV,31040,Treviso,Nord-est,Veneto
884,884,lct_xyzw,credit-card,767423,2,Chiarano,TV,31040,Treviso,Nord-est,Veneto
885,885,lct_xyzw,online,1802503,1,Chiarano,TV,31040,Treviso,Nord-est,Veneto
886,886,lct_xyzw,online,1934561,2,Chiarano,TV,31040,Treviso,Nord-est,Veneto
887,887,lct_xyzw,cash,1349240,3,Chiarano,TV,31040,Treviso,Nord-est,Veneto
888,888,lct_xyzw,bank-transfer,385673,1,Chiarano,TV,31040,Treviso,Nord-est,Veneto
889,889,lct_xyzw,bank-transfer,759149,2,Chiarano,TV,31040,Treviso,Nord-est,Veneto
890,890,lct_xyzw,online,1290239,3,Chiarano,TV,31040,Treviso,Nord-est,Veneto
891,891,lct_xyzw,cash,1925678,1,Chiarano,TV,31040,Treviso,Nord-est,Veneto
892,892,lct_xyzw,cash,1458213,2,Chiarano,TV,31040,Treviso,Nord-est,Veneto
893,893,lct_xyzw,credit-card,452106,1,Chiarano,TV,31040,Treviso,Nord-est,Veneto
894,894,lct_xyzw,cash,65487,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
895,895,lct_xyzw,cash,1105603,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
896,896,lct_xyzw,ticket,448043,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
897,897,lct_xyzw,bancomat,642759,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
898,898,lct_xyzw,bancomat,354155,2,Milano,MI,20124,Milano,Nord-ovest,Lombardia
899,899,lct_xyzw,cash,778173,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
900,900,lct_xyzw,bancomat,807055,1,Milano,MI,20124,Milano,Nord-ovest,Lombardia
901,901,lct_xyzw,ticket,1909071,3,Milano,MI,20124,Milano,Nord-ovest,Lombardia
902,902,lct_xyzw,ticket,1180013,1,Firenze,FI,50145,Firenze,Centro,Toscana
903,903,lct_xyzw,outstanding,790818,1,Firenze,FI,50145,Firenze,Centro,Toscana
